,carat,cut,color,clarity,depth,table,x,y,z,price
47038,0.55,Premium,D,SI1,61.0,58.0,5.29,5.27,3.22,1819
44053,0.55,Ideal,J,VS1,62.3,56.0,5.26,5.24,3.27,1550
33017,0.31,Ideal,F,VVS2,60.2,55.0,4.43,4.45,2.67,814
28100,0.31,Very Good,F,SI1,63.1,55.0,4.34,4.28,2.72,663
52458,0.7,Ideal,G,VS2,61.2,57.0,5.77,5.7,3.51,2515
33740,0.31,Ideal,D,VVS2,62.2,54.0,4.34,4.38,2.71,840
52387,0.8,Premium,I,SI1,60.9,60.0,6.01,5.95,3.64,2507
16066,1.2,Premium,H,VS2,62.5,58.0,6.77,6.73,4.23,6416
11236,1.09,Ideal,H,SI1,61.8,57.0,6.57,6.6,4.07,4965
4449,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,3618
84,0.26,Good,E,VVS1,57.9,60.0,4.22,4.25,2.45,554
51135,0.65,Ideal,F,VS1,62.2,57.0,5.6,5.53,3.46,2340
16337,1.1,Ideal,G,VS2,62.0,56.0,6.6,6.68,4.12,6534
35605,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,907
17844,1.36,Good,F,SI1,57.5,60.0,7.36,7.31,4.22,7197
26639,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,16412
50760,0.7,Premium,D,SI2,62.1,60.0,5.71,5.73,3.55,2299
24744,2.26,Very Good,H,SI2,63.2,58.0,8.38,8.26,5.26,13095
34695,0.3,Ideal,F,IF,60.8,57.0,4.34,4.38,2.65,873
47515,0.5,Ideal,G,VVS2,61.4,56.0,5.13,5.17,3.16,1867
50123,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,2211
20195,1.02,Ideal,F,VS1,62.0,57.0,6.49,6.44,4.01,8637
36836,0.37,Premium,H,VVS2,61.3,58.0,4.63,4.6,2.83,957
44028,0.51,Ideal,E,SI1,62.8,55.0,5.12,5.07,3.2,1546
41316,0.5,Very Good,F,SI1,61.6,60.0,5.07,5.1,3.13,1214
23126,1.62,Ideal,I,VS1,60.8,56.0,7.56,7.61,4.62,11152
31033,0.31,Premium,F,VS2,63.0,57.0,4.33,4.27,2.71,749
46284,0.56,Premium,E,SI1,61.5,60.0,5.27,5.3,3.25,1755
22890,1.57,Premium,H,VS1,60.5,61.0,7.6,7.51,4.57,10930
11156,0.9,Very Good,D,SI2,62.5,55.0,6.16,6.2,3.86,4946
24578,1.7,Very Good,H,VS2,62.8,58.0,7.52,7.57,4.74,12874
43519,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,1424
18254,0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,7415
43168,0.54,Premium,H,VS2,61.9,55.0,5.25,5.22,3.24,1389
28167,0.32,Ideal,G,VS1,61.6,55.0,4.43,4.5,2.75,665
26309,2.02,Premium,I,VS2,62.9,59.0,8.03,7.93,5.02,15808
5101,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,3756
32280,0.26,Very Good,F,VS1,61.7,58.0,4.1,4.14,2.54,453
49402,0.6,Ideal,G,VS1,61.3,57.0,5.4,5.47,3.33,2105
17569,1.1,Ideal,G,VS2,62.5,54.0,6.59,6.62,4.12,7074
19644,1.5,Good,I,SI1,63.1,54.0,7.31,7.34,4.62,8258
47248,0.54,Ideal,D,VS2,61.2,56.0,5.23,5.29,3.22,1842
42491,0.59,Premium,F,SI2,61.9,61.0,5.38,5.33,3.31,1319
663,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,2846
22539,2.02,Ideal,I,SI2,62.3,55.0,8.1,8.06,5.03,10577
9402,1.0,Good,F,SI1,63.8,58.0,6.28,6.22,3.99,4586
14269,1.13,Premium,H,VS2,62.4,58.0,6.61,6.66,4.14,5779
40219,0.4,Ideal,G,VVS1,62.4,57.0,4.74,4.78,2.97,1123
30419,0.32,Very Good,G,VVS2,62.2,57.0,4.36,4.38,2.72,730
20386,0.31,Premium,F,VS2,62.0,60.0,4.3,4.34,2.68,625
17053,0.41,Ideal,F,SI2,62.0,53.0,4.77,4.81,2.97,612
53690,0.82,Premium,I,VS2,62.2,59.0,6.03,5.97,3.73,2716
22210,1.04,Very Good,F,IF,63.0,55.0,6.36,6.53,4.06,10264
16166,1.03,Premium,E,VS2,60.0,59.0,6.6,6.54,3.94,6460
32426,0.4,Ideal,G,VS2,62.5,54.0,4.72,4.75,2.96,792
45618,0.55,Ideal,F,VS2,61.7,57.0,5.24,5.29,3.25,1692
34072,0.45,Very Good,E,SI1,62.8,58.0,4.84,4.88,3.05,851
26640,2.04,Very Good,I,SI1,63.6,60.0,7.97,7.86,5.03,16420
6595,1.0,Very Good,I,SI2,60.7,59.0,6.4,6.46,3.9,4080
12520,0.91,Ideal,F,VS2,62.6,55.0,6.2,6.23,3.89,5261
32008,0.31,Ideal,D,VVS2,60.9,57.0,4.38,4.42,2.68,777
41863,0.4,Ideal,G,IF,61.1,56.0,4.76,4.79,2.92,1257
32911,0.42,Premium,D,SI1,59.8,59.0,4.86,4.91,2.92,810
19294,1.67,Good,J,SI1,58.8,61.0,7.71,7.73,4.54,8013
29694,0.31,Very Good,H,VVS1,63.0,58.0,4.33,4.37,2.74,707
10259,1.01,Premium,E,SI2,62.6,59.0,6.39,6.36,3.99,4751
36424,0.31,Ideal,D,VS2,61.2,55.0,4.42,4.37,2.69,942
24048,0.38,Very Good,D,SI2,62.1,55.0,4.62,4.65,2.88,633
21480,1.52,Very Good,I,VS1,62.2,63.0,7.26,7.23,4.51,9576
7637,1.06,Very Good,I,SI1,60.4,59.0,6.56,6.61,3.98,4267
8037,0.9,Premium,E,SI1,63.0,59.0,6.13,6.1,3.85,4334
33150,0.31,Premium,G,VVS1,61.4,58.0,4.32,4.35,2.66,816
14830,1.55,Very Good,E,I1,61.6,58.0,7.42,7.52,4.6,5974
12008,1.14,Very Good,I,VS1,63.3,56.0,6.68,6.6,4.2,5148
37421,0.33,Ideal,E,VVS1,61.5,57.0,4.44,4.47,2.74,984
48311,0.25,Ideal,F,VS2,62.9,55.0,4.01,4.05,2.53,535
34898,0.33,Ideal,F,VVS1,62.4,54.0,4.44,4.47,2.78,880
24868,1.5,Very Good,D,VS2,62.4,59.0,7.21,7.27,4.52,13287
22932,1.52,Ideal,I,VVS1,61.9,56.0,7.34,7.37,4.55,10968
50818,0.71,Ideal,I,VVS2,62.4,54.0,5.72,5.75,3.58,2308
24866,1.54,Very Good,G,VS1,60.7,60.0,7.43,7.55,4.55,13284
10950,1.06,Very Good,H,SI1,60.2,59.0,6.6,6.55,3.96,4900
16065,1.01,Ideal,F,VS2,62.0,56.0,6.46,6.51,4.02,6416
12513,1.16,Ideal,H,SI2,62.2,55.7,6.68,6.74,4.18,5260
38850,0.4,Premium,G,VVS2,58.9,58.0,4.84,4.8,2.84,1050
47882,0.6,Very Good,G,VS1,61.6,56.0,5.4,5.44,3.34,1912
20094,1.41,Premium,G,SI1,62.1,59.0,7.23,7.13,4.46,8572
11350,1.02,Premium,E,SI2,58.7,58.0,6.68,6.61,3.9,4990
34263,0.31,Premium,J,SI1,61.9,59.0,4.32,4.28,2.66,465
28850,0.41,Very Good,D,SI2,62.7,58.0,4.75,4.78,2.99,683
31360,0.43,Ideal,E,SI1,62.6,56.0,4.79,4.82,3.01,760
28377,0.24,Premium,D,VVS2,58.8,58.0,4.08,4.05,2.39,668
17855,1.16,Premium,G,VS2,59.9,60.0,6.88,6.85,4.11,7203
11664,1.12,Premium,H,VS1,59.6,57.0,6.82,6.77,4.05,5055
3992,0.71,Ideal,F,VS2,61.5,55.0,5.74,5.77,3.54,3516
20242,1.13,Ideal,F,VS1,61.1,56.0,6.7,6.79,4.12,8674
3151,0.98,Fair,G,SI2,66.6,56.0,6.12,6.02,4.04,3332
28290,0.27,Ideal,I,VS1,62.2,55.0,4.15,4.18,2.59,432
9009,1.01,Premium,H,SI1,61.8,61.0,6.47,6.4,3.98,4513
35337,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,898
10702,0.9,Good,H,VVS1,63.8,59.0,6.09,6.13,3.9,4847
29494,0.32,Ideal,E,VS2,62.6,53.0,4.37,4.38,2.74,702
31698,0.36,Ideal,F,SI1,61.5,56.0,4.62,4.59,2.83,770
45374,0.7,Premium,J,SI1,61.6,58.0,5.66,5.73,3.51,1666
5087,1.0,Premium,E,SI2,61.0,59.0,6.4,6.33,3.89,3752
3543,0.73,Ideal,D,VS2,62.7,53.0,5.76,5.79,3.62,3412
37012,0.33,Very Good,G,VVS2,60.0,63.0,4.49,4.45,2.68,965
28849,0.41,Premium,D,SI2,61.2,59.0,4.77,4.8,2.93,683
31276,0.32,Ideal,I,VS2,61.3,56.0,4.38,4.43,2.7,449
17368,1.22,Premium,G,SI2,62.4,61.0,6.79,6.79,4.23,6969
44567,0.52,Very Good,H,VVS2,61.7,63.0,5.26,5.16,3.22,1605
48773,0.7,Very Good,F,SI2,58.8,57.0,5.85,5.89,3.45,2020
22056,1.72,Good,G,SI2,62.8,59.3,7.55,7.62,4.76,10084
32812,0.34,Ideal,D,VS2,61.3,57.0,4.47,4.5,2.75,805
8321,1.0,Premium,E,SI2,60.6,61.0,6.44,6.39,3.89,4390
843,0.75,Very Good,E,SI1,63.1,56.0,5.78,5.7,3.62,2868
46868,0.53,Ideal,G,VS1,62.7,55.0,5.18,5.16,3.24,1813
20786,1.21,Ideal,G,VS1,62.2,56.0,6.87,6.85,4.26,9026
14509,1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,5861
4017,0.91,Good,H,SI1,63.8,60.0,6.0,6.16,3.88,3520
39453,0.5,Good,E,SI2,63.1,58.0,5.05,5.09,3.2,1077
46616,0.51,Ideal,D,VS2,61.8,55.0,5.1,5.16,3.17,1787
24239,1.9,Ideal,H,VS2,61.7,55.0,7.9,7.81,4.85,12443
2234,0.71,Very Good,F,VS2,63.3,57.0,5.65,5.69,3.59,3146
16446,1.21,Premium,H,SI1,62.4,56.0,6.83,6.79,4.25,6566
7568,1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,4252
45496,0.51,Very Good,F,VS1,60.0,59.0,5.18,5.22,3.12,1680
42397,0.51,Very Good,F,SI1,62.9,56.0,5.05,5.1,3.19,1308
46518,0.53,Ideal,H,VVS1,61.3,56.0,5.22,5.24,3.21,1781
33959,0.3,Ideal,H,SI1,61.7,56.0,4.33,4.35,2.68,465
8815,1.02,Very Good,H,SI1,61.9,61.0,6.34,6.42,3.95,4476
5347,0.9,Premium,D,SI1,62.1,60.0,6.2,6.14,3.83,3812
13145,1.3,Premium,J,SI1,61.8,59.0,6.99,6.95,4.31,5438
15784,1.05,Ideal,E,SI1,60.7,55.0,6.62,6.67,4.03,6316
30530,0.38,Premium,D,SI1,62.2,58.0,4.57,4.63,2.86,733
7123,0.97,Premium,H,SI1,61.9,60.0,6.37,6.3,3.92,4172
51651,0.26,Ideal,G,VVS2,62.0,56.0,4.12,4.15,2.56,545
8019,1.05,Ideal,H,SI2,61.2,57.0,6.55,6.62,4.03,4331
50901,0.54,Very Good,D,VVS2,62.1,55.0,5.21,5.26,3.25,2318
12706,0.26,Premium,E,VVS1,62.3,60.0,4.07,4.09,2.54,599
18980,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,7812
46073,0.5,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21,1736
39188,0.35,Ideal,D,VS2,61.8,56.0,4.55,4.51,2.8,1063
44967,0.53,Very Good,D,SI1,63.4,58.0,5.15,5.11,3.25,1636
24358,1.53,Very Good,F,SI1,61.9,56.0,7.45,7.32,4.57,12621
27593,2.0,Ideal,H,SI1,62.8,52.0,8.05,8.1,5.06,18440
20069,0.31,Ideal,G,VS1,62.1,55.0,4.33,4.36,2.7,625
15061,1.0,Good,E,VS2,57.4,58.0,6.57,6.61,3.78,6050
34552,0.41,Ideal,G,VS1,61.2,57.0,4.77,4.8,2.93,870
27769,0.32,Premium,H,VS2,62.7,54.0,4.41,4.39,2.76,648
53290,0.3,Premium,D,SI1,62.3,58.0,4.28,4.32,2.68,552
46731,0.55,Very Good,D,VS2,62.2,60.0,5.2,5.25,3.25,1796
34548,0.46,Ideal,E,SI2,61.3,56.0,4.96,5.02,3.06,870
42106,0.41,Ideal,G,IF,62.1,57.0,4.76,4.77,2.96,1276
3634,0.71,Ideal,G,VS1,60.7,57.0,5.76,5.8,3.51,3431
50605,0.7,Premium,G,SI1,61.6,61.0,5.7,5.63,3.49,2285
3772,0.72,Premium,D,VVS2,60.0,57.0,5.92,5.84,3.53,3459
34510,0.33,Premium,G,VVS1,60.9,60.0,4.46,4.5,2.73,868
43676,0.5,Ideal,F,VS2,62.5,57.0,5.07,5.11,3.18,1436
9584,1.0,Very Good,D,SI2,63.2,57.0,6.24,6.32,3.97,4628
37705,0.37,Very Good,F,IF,60.4,57.0,4.65,4.68,2.81,995
53152,0.71,Good,G,VS2,64.2,58.0,5.62,5.59,3.6,2623
18315,1.0,Very Good,F,VS1,61.9,58.0,6.34,6.37,3.94,7450
44992,0.31,Ideal,I,SI1,63.0,57.0,4.34,4.32,2.73,523
14982,1.16,Ideal,H,SI1,62.2,54.0,6.72,6.75,4.19,6036
23287,2.01,Premium,I,SI2,63.0,56.0,8.05,7.96,5.05,11312
40990,0.42,Ideal,E,VS1,61.6,57.0,4.84,4.8,2.97,1181
33918,0.3,Premium,E,VS2,62.9,58.0,4.27,4.22,2.67,844
49288,0.73,Very Good,I,SI2,63.0,58.0,5.71,5.75,3.61,2093
9026,1.05,Very Good,G,SI2,62.6,62.0,6.45,6.49,4.05,4516
8755,0.91,Very Good,D,SI1,60.2,60.0,6.22,6.27,3.76,4466
46079,0.64,Ideal,G,SI1,61.6,55.0,5.55,5.59,3.43,1737
30436,0.32,Ideal,G,VVS2,62.4,54.0,4.37,4.38,2.73,730
41381,0.46,Ideal,J,IF,61.8,56.0,4.98,4.95,3.07,1221
25975,2.19,Premium,I,SI2,62.5,58.0,8.31,8.26,5.18,15169
26636,2.0,Ideal,I,SI1,61.4,57.0,8.05,8.11,4.96,16407
32004,0.42,Ideal,G,SI1,62.2,53.0,4.85,4.86,3.02,777
14654,1.5,Premium,G,I1,60.3,61.0,7.39,7.34,4.44,5914
3503,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,3401
16538,1.22,Very Good,D,SI2,59.0,58.0,6.96,7.08,4.14,6607
43123,0.52,Ideal,J,IF,62.1,56.0,5.18,5.12,3.2,1385
3597,0.76,Ideal,H,VS1,61.6,56.0,5.85,5.9,3.62,3424
1580,0.71,Ideal,G,SI1,61.4,56.0,5.72,5.77,3.53,3007
38853,0.4,Ideal,G,VVS2,62.4,56.0,4.68,4.64,2.91,1050
26006,2.12,Premium,I,SI2,60.6,59.0,8.3,8.27,5.02,15235
12250,1.01,Ideal,G,SI1,60.8,56.0,6.53,6.49,3.96,5204
30991,0.37,Premium,F,VS2,59.8,59.0,4.63,4.66,2.78,746
31196,0.32,Ideal,I,VVS1,61.7,55.0,4.4,4.39,2.71,756
13743,1.22,Ideal,H,SI2,61.0,57.0,6.93,6.88,4.2,5602
24057,0.26,Premium,E,VVS1,60.9,59.0,4.09,4.12,2.5,635
15770,1.5,Good,J,SI2,63.6,58.0,7.18,7.25,4.59,6306
44109,0.51,Ideal,G,VS2,61.8,55.0,5.15,5.18,3.19,1557
30546,0.31,Ideal,D,VS2,62.0,55.0,4.33,4.35,2.69,734
31310,0.32,Ideal,D,VS2,62.0,55.0,4.37,4.41,2.72,758
38514,0.38,Ideal,F,VVS2,62.7,56.0,4.61,4.64,2.9,1033
4463,0.82,Very Good,F,VS2,58.7,58.0,6.1,6.2,3.61,3621
32575,0.33,Very Good,F,VVS2,61.2,55.0,4.45,4.47,2.73,801
52671,0.52,Ideal,D,VS1,61.3,56.0,5.21,5.22,3.2,2550
9925,1.1,Premium,E,SI2,60.1,62.0,6.69,6.65,4.01,4691
5500,0.93,Ideal,H,SI1,62.0,55.0,6.32,6.29,3.91,3844
43842,0.62,Ideal,F,SI2,62.0,58.0,5.44,5.49,3.39,1446
29574,0.41,Very Good,E,SI1,61.1,62.0,4.76,4.83,2.93,705
42869,0.43,Very Good,F,VVS1,61.5,56.0,4.86,4.9,3.0,1358
20926,1.0,Very Good,E,VVS2,59.5,59.0,6.54,6.58,3.9,9139
33716,0.33,Ideal,H,IF,62.1,54.0,4.44,4.48,2.77,838
40157,0.35,Ideal,G,IF,61.8,55.0,4.56,4.54,2.81,1116
9429,1.05,Ideal,F,SI2,60.9,56.0,6.56,6.64,4.02,4591
39417,0.41,Ideal,F,VS1,62.1,56.0,4.8,4.77,2.97,1076
1480,0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,2986
17216,1.35,Very Good,I,VS2,61.7,59.0,7.05,7.09,4.36,6884
14271,1.2,Good,H,SI1,63.7,58.0,6.72,6.68,4.27,5779
7890,1.21,Very Good,J,SI1,62.7,57.0,6.72,6.77,4.23,4312
3038,0.3,Good,F,VS2,63.4,59.0,4.23,4.25,2.69,565
39717,0.5,Good,E,SI1,64.2,59.0,5.03,4.97,3.21,1090
41204,0.53,Ideal,H,SI1,62.2,54.0,5.18,5.23,3.24,1205
14476,1.09,Very Good,H,VS1,60.2,61.0,6.66,6.7,4.02,5845
43030,0.5,Very Good,G,VS2,62.8,56.0,5.05,5.08,3.18,1373
36612,0.32,Premium,G,SI1,62.6,58.0,4.31,4.35,2.71,477
22039,0.31,Premium,I,VS1,60.8,59.0,4.41,4.37,2.67,628
32995,0.38,Premium,H,SI1,59.7,60.0,4.68,4.66,2.79,812
45009,0.4,Ideal,D,VVS1,61.6,56.0,4.74,4.77,2.93,1637
4301,0.7,Premium,G,IF,62.2,58.0,5.63,5.69,3.52,3591
37562,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,988
33442,0.32,Ideal,G,VS1,62.8,54.0,4.41,4.38,2.76,828
46932,0.52,Premium,G,VS1,62.4,60.0,5.12,5.11,3.19,1815
5379,0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,574
23594,1.03,Ideal,E,VVS2,61.7,56.0,6.49,6.51,4.01,11611
39319,0.52,Very Good,H,SI1,61.3,60.0,5.15,5.23,3.18,1071
30052,0.41,Premium,G,SI1,62.5,58.0,4.75,4.78,2.98,719
3034,0.41,Good,J,VS2,64.0,59.0,4.64,4.71,2.99,565
44854,0.56,Very Good,F,VS2,60.0,57.0,5.34,5.39,3.22,1627
22011,1.52,Good,H,SI1,63.8,60.0,7.3,7.24,4.64,10078
30382,0.34,Very Good,F,VS2,62.5,57.5,4.4,4.45,2.77,730
17502,1.02,Ideal,F,VS2,62.8,57.0,6.41,6.36,4.01,7037
42954,0.3,Very Good,J,VS1,63.5,58.0,4.27,4.24,2.7,506
5778,0.7,Ideal,E,VVS2,62.6,54.0,5.65,5.7,3.55,3901
5287,1.06,Ideal,H,SI2,60.4,57.0,6.64,6.58,3.99,3799
40639,0.41,Premium,E,VS1,61.8,58.0,4.75,4.73,2.93,1153
51391,0.71,Fair,D,VS2,55.6,73.0,6.01,5.96,3.33,2368
40681,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1155
14033,1.07,Premium,D,SI1,61.9,58.0,6.57,6.53,4.05,5704
26719,0.32,Good,G,VS1,63.2,55.0,4.37,4.39,2.77,645
4030,0.9,Very Good,E,SI2,63.2,59.0,6.1,6.15,3.87,3526
18686,1.02,Premium,D,VS2,62.5,58.0,6.4,6.37,3.99,7643
19886,1.03,Very Good,D,VS1,60.5,60.0,6.52,6.57,3.96,8437
16618,1.0,Premium,F,VS2,60.5,59.0,6.57,6.39,3.92,6640
14211,1.21,Premium,I,SI1,61.6,56.0,6.89,6.85,4.23,5760
2970,0.7,Ideal,I,VS2,61.9,57.0,5.68,5.73,3.53,3298
1842,0.71,Premium,E,VS2,62.0,61.0,5.71,5.65,3.52,3062
37937,0.3,Ideal,H,VS2,62.5,53.2,4.29,4.34,2.69,486
34574,0.31,Ideal,G,IF,61.5,54.0,4.4,4.41,2.71,871
23908,1.5,Premium,F,SI1,62.2,58.0,7.34,7.29,4.55,12030
26091,2.0,Fair,E,SI1,65.7,60.0,7.7,7.8,5.09,15330
41103,0.44,Very Good,H,IF,61.1,57.0,4.91,4.94,3.01,1194
12375,0.36,Ideal,E,SI1,60.9,57.0,4.58,4.62,2.8,597
2672,0.71,Ideal,E,VS1,60.4,56.0,5.8,5.85,3.52,3238
37425,0.33,Ideal,G,IF,61.3,57.0,4.42,4.46,2.72,984
5318,1.08,Premium,I,SI2,62.7,57.0,6.57,6.53,4.11,3805
14846,1.22,Very Good,I,VS2,63.3,57.0,6.74,6.82,4.29,5979
19935,1.02,Ideal,G,VVS1,62.6,56.0,6.39,6.42,4.01,8485
14024,1.02,Ideal,E,SI1,61.9,55.0,6.46,6.49,4.01,5702
1183,0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,2930
13871,1.22,Ideal,J,VS1,61.5,55.0,6.86,6.87,4.22,5649
30968,0.38,Premium,I,SI1,60.2,60.0,4.68,4.65,2.81,746
52167,0.7,Very Good,H,SI1,58.5,65.0,5.81,5.84,3.41,2475
45214,0.51,Very Good,E,VS2,60.5,56.0,5.18,5.24,3.15,1656
23964,1.7,Ideal,I,VS1,60.1,57.0,7.8,7.77,4.68,12099
26846,2.13,Premium,G,SI2,60.7,60.0,8.27,8.37,5.05,16778
52128,0.6,Ideal,G,VVS2,61.3,56.0,5.43,5.46,3.34,2467
19629,1.0,Very Good,G,VVS1,62.3,55.0,6.34,6.44,3.98,8246
15864,1.01,Ideal,E,SI1,61.1,57.0,6.5,6.47,3.96,6346
9592,1.06,Ideal,I,SI1,61.2,56.0,6.64,6.6,4.05,4630
3601,0.91,Ideal,G,SI2,62.2,57.0,6.18,6.24,3.86,3425
15421,1.01,Premium,F,VS1,62.6,58.0,6.48,6.37,4.02,6176
52804,0.71,Premium,F,VS2,61.0,59.0,5.72,5.69,3.48,2571
39486,0.41,Very Good,E,VS1,59.8,61.0,4.79,4.85,2.88,1079
27317,2.01,Ideal,H,VS1,62.9,54.0,8.01,7.96,5.02,17838
31105,0.41,Ideal,F,SI1,61.4,57.0,4.76,4.79,2.93,753
46387,0.5,Very Good,G,VVS2,62.8,57.0,5.05,5.07,3.18,1764
5224,0.73,Ideal,G,VVS2,61.0,56.0,5.82,5.86,3.56,3783
415,0.43,Very Good,E,I1,58.4,62.0,4.94,5.0,2.9,555
6796,0.9,Very Good,G,VS1,61.5,56.0,6.15,6.2,3.8,4116
8221,1.06,Premium,I,SI1,61.9,59.0,6.5,6.52,4.03,4372
22521,2.01,Premium,I,SI2,62.7,58.0,8.02,7.97,5.01,10558
6763,0.94,Premium,G,SI1,61.9,57.0,6.29,6.24,3.88,4106
8122,1.27,Premium,G,SI2,62.4,56.0,6.93,6.88,4.32,4353
6214,1.03,Good,G,SI2,63.7,60.0,6.35,6.28,4.02,4001
29932,0.32,Ideal,D,SI1,61.2,56.0,4.45,4.47,2.73,714
52536,0.7,Ideal,H,VS1,61.6,55.0,5.73,5.76,3.54,2530
31089,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,752
38565,0.35,Ideal,F,IF,60.9,56.0,4.54,4.56,2.77,1035
38784,0.31,Premium,H,IF,61.7,58.0,4.36,4.33,2.68,1046
51652,0.26,Ideal,G,VVS2,61.4,56.0,4.11,4.14,2.53,545
12835,1.2,Very Good,I,SI1,63.8,57.0,6.64,6.72,4.26,5352
43720,0.51,Very Good,G,VS2,62.4,62.0,5.07,5.09,3.17,1438
33520,0.42,Ideal,G,SI2,60.7,57.0,4.87,4.84,2.95,829
38652,0.42,Ideal,D,SI1,61.5,56.0,4.85,4.81,2.97,1040
13314,1.07,Ideal,H,SI1,62.1,56.0,6.53,6.58,4.07,5498
735,0.31,Ideal,I,VVS1,62.2,53.0,4.36,4.38,2.72,557
24115,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,12271
23800,1.42,Premium,G,VS1,61.7,55.0,7.29,7.24,4.48,11861
17260,1.23,Premium,G,SI1,62.5,59.0,6.84,6.77,4.25,6909
21543,1.5,Very Good,G,SI1,61.5,59.0,7.31,7.39,4.52,9645
49929,0.7,Premium,F,SI2,62.9,57.0,5.64,5.61,3.53,2184
44950,0.5,Very Good,D,VS2,62.8,58.0,5.0,5.03,3.15,1635
40910,0.42,Good,G,VVS1,63.6,55.0,4.75,4.78,3.03,1179
12960,1.21,Ideal,J,SI1,62.7,55.2,6.79,6.84,4.27,5390
995,0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,2897
32164,0.28,Ideal,F,IF,61.4,57.0,4.22,4.25,2.6,787
31268,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,449
12066,1.0,Premium,G,SI1,61.9,62.0,6.22,6.18,3.84,5154
32576,0.41,Very Good,F,SI1,62.4,60.0,4.73,4.75,2.96,801
41559,0.54,Premium,F,SI1,61.8,60.0,5.2,5.22,3.22,1237
47856,0.68,Premium,D,SI1,59.8,59.0,5.72,5.66,3.4,1909
18354,1.52,Very Good,J,VS2,62.6,58.0,7.28,7.31,4.57,7467
50253,0.73,Premium,I,VVS2,59.3,59.0,5.91,5.87,3.49,2234
19376,0.4,Good,D,SI2,63.1,56.0,4.65,4.67,2.94,622
34703,0.31,Ideal,F,IF,62.3,57.0,4.3,4.34,2.69,874
41217,0.7,Premium,G,I1,62.3,56.0,5.66,5.61,3.51,1206
37784,0.53,Very Good,G,SI2,62.5,55.0,5.14,5.19,3.23,1000
52375,0.71,Very Good,F,SI1,59.0,61.0,5.84,5.88,3.46,2505
39252,0.42,Ideal,F,VVS2,61.6,55.0,4.84,4.87,2.99,1069
1689,0.76,Ideal,E,SI1,62.5,57.0,5.8,5.82,3.63,3033
4665,0.85,Ideal,G,SI1,62.2,56.0,6.04,6.09,3.77,3670
7342,1.01,Good,G,SI2,63.7,56.0,6.26,6.34,4.01,4211
42924,0.57,Good,G,SI1,63.3,55.0,5.29,5.32,3.36,1364
27699,0.32,Ideal,F,SI1,61.6,55.0,4.41,4.45,2.73,648
26643,2.04,Premium,G,SI2,61.8,56.0,8.13,8.05,5.0,16426
11342,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,4989
36284,0.34,Ideal,E,SI2,62.0,56.0,4.45,4.48,2.77,477
3537,0.7,Premium,D,VS1,62.5,60.0,5.67,5.62,3.53,3410
53749,0.7,Ideal,G,VS1,61.9,57.0,5.7,5.68,3.52,2724
49069,0.73,Ideal,E,SI2,59.9,57.0,5.87,5.82,3.5,2059
51287,0.71,Ideal,H,SI2,62.2,55.0,5.72,5.7,3.55,2360
44489,0.5,Very Good,H,VS1,61.6,57.0,5.11,5.13,3.15,1598
1170,0.7,Very Good,F,VS2,61.3,54.0,5.72,5.76,3.52,2928
5309,0.9,Premium,F,SI2,58.9,59.0,6.31,6.26,3.7,3803
16766,1.4,Very Good,I,SI2,62.4,59.0,7.12,7.17,4.46,6677
17186,1.06,Very Good,G,VS1,63.0,56.0,6.47,6.51,4.09,6863
3432,0.9,Premium,G,SI2,62.8,61.0,6.14,6.09,3.84,3385
47837,0.7,Very Good,J,VS2,62.0,59.0,5.61,5.65,3.49,1907
11468,1.13,Premium,E,SI1,62.7,57.0,6.65,6.62,4.16,5012
21378,0.34,Very Good,D,SI1,59.6,61.0,4.5,4.53,2.69,626
20182,1.52,Premium,D,SI2,62.8,58.0,7.37,7.28,4.6,8631
15248,1.03,Ideal,H,VS2,61.2,56.0,6.5,6.53,3.98,6123
23329,1.51,Premium,F,SI1,62.2,58.0,7.32,7.27,4.54,11374
